AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8,AS9,AS10,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,DO1,DO2,DO3,DO4,DO5,DO6,DO7,DO8,DO9,DO10,age,gender,AS,SC,AD,DO,final
4,4,3,3,3,3,2,2,2,2,4,2,4,4,4,4,2,2,2,1,4,2,5,3,3,4,4,4,2,4,4,4,3,3,4,4,4,4,3,2,36,2,28,29,35,35,AD
5,5,4,5,4,4,2,2,1,2,5,5,3,4,3,2,2,2,2,1,3,5,5,5,2,2,1,1,1,1,5,5,4,3,4,3,4,5,4,2,52,1,34,29,26,39,DO
1,1,1,1,1,1,5,5,4,2,1,1,1,1,1,5,5,5,5,5,2,2,5,5,4,5,5,4,5,3,3,3,2,1,2,2,1,1,1,1,34,1,22,30,40,17,AD
4,2,2,3,2,3,4,4,2,2,3,1,1,4,2,5,3,4,4,4,4,3,3,3,4,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,26,2,28,31,33,20,AD
2,5,5,4,5,5,1,1,1,2,1,5,4,2,4,1,2,5,1,4,5,4,4,4,2,2,2,1,1,1,5,5,5,5,5,5,5,5,3,4,24,1,31,29,26,47,DO
3,4,3,4,2,3,4,3,3,1,5,4,2,4,3,4,2,2,4,2,5,5,5,5,3,3,2,2,2,3,1,1,1,2,3,1,2,3,2,1,49,2,30,32,35,17,AD
4,2,4,1,4,4,2,2,1,2,5,1,1,3,2,5,5,5,5,3,2,3,3,2,2,4,3,3,3,3,5,5,5,2,5,1,3,4,4,1,33,1,26,35,28,35,SC
5,4,5,5,3,4,2,1,1,3,4,5,4,5,4,3,2,3,3,2,4,5,5,3,3,4,4,3,2,1,4,5,2,1,3,5,3,2,4,4,20,1,33,35,34,33,SC
4,4,3,4,3,4,4,3,1,1,4,3,2,2,3,4,5,3,4,4,5,5,5,5,3,2,2,3,2,3,4,5,4,1,4,3,4,4,1,2,39,1,31,34,35,32,AD
4,3,3,4,4,3,3,2,2,1,5,4,5,5,5,3,1,1,2,2,4,5,5,5,3,1,1,2,1,2,5,3,3,2,3,4,3,4,2,4,16,1,29,33,29,33,SC
5,4,2,5,1,5,1,4,1,1,5,5,5,5,5,1,3,1,4,1,1,5,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,1,15,1,29,35,31,46,DO
2,1,1,2,2,1,5,4,4,3,1,1,4,1,2,5,5,5,5,4,5,4,5,5,4,2,1,4,2,3,2,2,3,4,5,2,4,5,3,2,14,1,25,33,35,32,AD
4,4,4,4,4,4,2,3,2,2,4,4,4,4,4,2,2,2,3,4,3,4,4,3,4,0,2,2,4,2,3,3,4,4,4,3,3,3,2,2,38,2,33,33,28,31,AS
3,3,3,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,4,3,5,5,4,4,1,1,1,2,1,3,3,3,3,2,3,3,3,3,3,3,26,1,30,31,27,29,SC
2,3,2,3,3,3,4,3,1,2,3,3,3,2,3,2,3,3,3,2,2,4,4,3,4,3,2,3,2,3,3,3,2,3,4,3,3,3,3,3,21,1,26,27,30,30,AD
5,4,4,0,4,4,2,1,4,5,5,5,5,5,0,4,2,1,1,1,4,4,5,5,3,1,1,3,3,1,5,5,4,3,4,3,4,4,4,4,42,1,33,29,30,40,DO
4,4,3,5,4,4,3,2,2,1,4,5,5,4,5,1,1,1,2,2,5,5,5,4,3,2,2,3,1,3,4,4,3,4,4,5,3,4,4,3,49,2,32,30,33,38,DO
4,2,3,2,4,4,4,4,2,2,4,3,1,3,3,3,3,1,3,2,3,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,35,2,31,26,28,21,AS
5,5,5,5,5,5,2,2,1,1,5,4,4,5,5,2,1,2,3,2,2,3,4,3,4,3,3,4,3,4,4,5,4,3,4,4,4,4,3,3,41,1,36,33,33,38,DO
4,4,5,4,4,5,3,3,3,1,2,2,5,4,3,4,2,4,4,1,4,4,5,5,3,2,2,4,2,1,3,3,5,4,3,4,3,4,3,2,41,1,36,31,32,34,AS
4,4,3,4,3,4,2,2,2,1,5,4,4,4,2,1,1,1,2,2,2,5,4,4,4,4,2,4,1,5,5,4,2,2,2,2,4,4,3,2,65,1,29,26,35,30,AD
5,3,2,4,4,3,3,4,1,2,2,2,2,5,5,5,1,0,4,2,4,4,3,3,4,4,3,5,1,1,1,5,3,2,2,5,2,4,2,2,34,2,31,28,32,28,AD
2,3,3,4,5,2,2,4,1,1,4,4,3,2,4,2,2,2,3,1,5,2,5,5,1,1,1,4,2,1,5,4,4,1,4,2,1,5,2,1,40,1,27,27,27,29,DO
4,3,3,4,4,4,3,3,3,2,3,2,3,4,4,3,2,3,4,3,4,4,4,4,3,2,2,3,2,3,3,3,3,2,2,3,3,3,2,2,25,1,33,31,31,26,AS
4,4,2,4,2,2,4,4,2,2,4,1,1,4,4,4,2,2,2,2,4,5,4,4,2,2,2,4,2,4,2,2,4,2,4,2,2,4,2,2,31,0,30,26,33,26,AD
3,4,3,3,3,4,4,4,2,2,4,4,3,3,3,2,2,3,3,2,3,5,4,4,3,2,2,3,2,0,4,4,2,2,2,2,3,3,2,1,42,2,32,29,28,25,AS
3,4,3,5,4,4,3,1,1,1,5,5,5,3,4,2,2,1,1,1,5,5,5,5,5,3,1,4,0,3,5,5,5,3,5,4,5,5,5,5,23,1,29,29,36,47,DO
4,3,2,4,3,2,3,4,2,1,4,4,2,4,3,2,2,2,4,2,5,4,4,4,3,2,2,3,2,3,3,3,3,1,1,1,4,4,1,1,40,2,28,29,32,22,AD
3,2,2,1,2,1,4,4,3,2,2,3,1,3,2,3,3,4,3,2,2,4,4,4,3,3,2,4,2,4,1,1,3,1,2,1,1,2,1,1,55,2,24,26,32,14,AD
5,5,4,5,5,5,3,3,1,1,4,4,5,5,5,0,0,2,2,1,5,5,5,5,2,2,2,2,2,2,4,4,4,3,2,2,4,3,2,2,50,2,37,28,32,30,AS
3,4,3,5,3,3,4,2,1,1,5,2,1,3,3,5,1,1,3,1,1,5,5,4,4,2,2,2,5,3,1,1,3,1,1,1,1,1,1,1,30,2,29,25,33,12,AD
5,5,3,3,2,3,2,2,1,2,5,3,2,5,3,4,2,2,4,2,5,5,5,5,2,2,1,1,1,1,1,1,3,2,2,2,2,2,3,2,62,2,28,32,28,20,SC
2,4,2,4,4,2,4,2,2,1,4,2,1,2,2,4,2,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4,32,2,27,25,28,26,AD
4,2,2,2,4,4,4,2,4,1,4,1,4,4,2,5,4,1,4,1,5,5,5,4,2,1,1,1,1,2,4,4,2,1,1,1,2,1,2,1,29,2,29,30,27,19,SC
4,4,4,5,4,4,2,3,1,1,5,5,2,4,4,2,2,1,2,4,5,5,5,5,2,2,2,3,3,3,4,3,4,4,3,2,3,3,3,2,23,1,32,31,35,31,AD
4,3,4,3,3,3,3,2,2,2,4,2,3,4,3,2,2,3,3,2,5,5,5,5,3,2,2,3,1,2,2,2,3,2,2,1,4,4,2,2,60,2,29,28,33,24,AD
4,3,3,3,4,2,2,3,1,1,5,3,3,4,4,3,2,2,3,2,3,5,4,4,2,3,3,3,2,2,2,2,2,2,3,1,4,4,1,3,53,1,26,31,31,24,SC
3,2,3,1,4,3,3,3,3,2,3,3,2,3,4,4,1,4,3,5,4,4,3,4,3,1,1,1,1,2,3,3,1,1,1,1,1,2,1,1,29,2,27,32,24,15,SC
2,2,2,2,2,2,2,2,3,4,3,1,1,2,2,4,3,3,4,3,3,4,3,2,4,4,3,4,3,4,1,1,3,2,3,2,3,4,2,2,49,2,23,26,34,23,AD
4,4,3,4,4,4,3,3,3,2,2,2,2,4,2,4,4,4,3,1,4,1,2,2,4,4,4,5,3,5,3,4,5,5,5,4,5,5,5,5,50,1,34,28,34,46,DO
5,5,4,4,3,4,1,1,1,1,1,5,3,4,4,1,1,1,1,1,4,5,5,4,3,1,1,1,1,1,4,4,3,4,2,2,3,4,3,1,57,2,29,22,26,30,DO
5,4,3,5,5,3,2,3,2,1,5,4,4,4,4,1,2,3,2,1,4,5,3,5,1,3,1,1,1,2,1,1,4,1,4,2,5,3,5,1,47,2,33,30,26,27,AS
3,5,5,5,4,4,2,4,1,1,5,4,5,5,5,3,1,2,2,1,4,5,5,5,2,2,2,3,3,4,5,4,2,2,1,4,3,4,2,1,48,1,34,33,35,28,AD
4,5,5,5,5,5,1,2,1,1,5,4,5,4,4,4,1,4,4,3,5,5,5,5,1,1,1,4,1,1,5,5,4,3,3,5,4,5,4,4,26,1,34,38,29,42,DO
4,5,3,5,4,4,2,2,1,2,4,5,5,5,4,2,1,3,2,1,4,5,5,5,2,1,1,4,2,4,4,4,2,2,4,2,2,4,4,4,49,2,32,32,33,32,AD
4,2,2,4,4,4,2,2,1,2,4,4,4,4,3,2,2,2,2,2,4,5,5,5,3,3,2,2,2,2,4,4,2,2,2,2,4,4,2,2,53,2,27,29,33,28,AD
4,5,4,4,4,5,2,3,1,2,4,2,4,4,4,4,4,2,4,1,4,4,5,4,2,3,2,4,3,2,4,4,4,4,4,4,4,4,3,4,42,1,34,33,33,39,DO
0,3,3,3,3,3,2,2,1,1,5,4,4,4,3,2,2,1,2,1,4,5,4,5,2,2,1,2,1,1,3,3,2,2,2,3,2,3,1,1,59,2,21,28,27,22,SC
5,4,3,3,3,3,3,3,2,2,4,3,3,0,3,3,2,2,2,2,4,4,5,4,3,3,3,3,2,2,3,3,0,3,3,3,3,3,3,2,50,1,31,24,33,26,AD
4,5,2,2,5,5,2,4,1,1,4,2,1,4,2,5,2,1,4,1,5,5,5,5,2,2,2,2,1,2,5,5,1,1,1,1,2,2,2,1,36,2,31,26,31,21,AS
3,3,2,2,4,3,3,3,1,2,3,3,2,3,2,3,4,3,3,3,3,5,5,4,3,3,3,3,3,3,5,4,4,3,4,3,4,3,2,1,18,2,26,29,35,33,AD
4,4,4,4,4,2,2,2,1,1,4,5,4,4,3,1,1,2,2,2,4,5,5,5,2,2,2,2,1,1,4,4,5,5,5,4,5,5,3,4,25,2,28,28,29,44,DO
2,4,2,1,2,2,4,4,4,2,2,4,2,2,2,2,4,2,2,3,2,2,4,3,3,4,4,4,5,4,2,2,2,1,2,1,2,2,1,1,59,2,27,25,35,16,AD
5,4,4,4,3,4,2,2,1,3,4,3,2,5,4,3,2,2,2,1,4,4,5,3,4,4,4,3,2,2,3,3,4,3,4,4,4,4,3,4,49,2,32,28,35,36,DO
5,4,2,2,3,3,3,5,1,2,5,5,3,5,2,1,1,1,3,1,3,5,5,5,3,3,3,3,2,1,1,1,1,1,1,3,4,4,1,1,26,2,30,27,33,18,AD
5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,3,5,5,5,0,1,1,1,1,1,5,5,4,4,4,4,5,5,4,1,47,2,34,30,23,41,DO
2,2,2,3,3,3,4,4,2,2,3,2,2,2,2,4,3,3,4,2,4,5,4,4,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,2,30,1,27,27,33,25,AD
5,4,3,5,3,4,4,3,1,1,5,5,5,5,5,2,1,2,3,1,3,5,5,5,2,1,1,4,2,1,5,5,4,2,1,4,4,3,1,1,34,1,33,34,29,30,SC
4,4,5,4,3,5,1,1,1,1,4,3,4,4,4,3,2,2,3,2,4,5,4,4,2,1,1,1,1,1,4,3,2,2,3,1,3,3,3,3,45,2,29,31,24,27,SC
4,4,3,4,2,4,2,1,5,5,3,5,4,4,4,2,2,2,2,1,5,5,5,5,3,2,1,3,1,3,4,3,4,4,3,4,4,5,2,3,57,1,34,29,33,36,DO
5,4,5,3,5,5,4,1,1,1,4,4,4,5,3,2,4,2,2,3,4,4,4,4,2,1,1,1,1,1,2,2,4,4,5,3,4,3,4,4,27,1,34,33,23,35,DO
5,4,4,3,4,4,4,2,1,1,4,3,3,5,3,2,3,4,3,2,4,4,5,5,1,1,1,1,1,1,2,2,4,5,5,3,5,4,5,3,27,1,32,32,24,38,DO
5,4,3,3,3,3,4,4,2,2,5,5,5,5,4,1,2,1,2,1,4,4,5,5,1,1,1,1,1,1,3,3,3,3,5,5,5,5,3,3,55,1,33,31,24,38,DO
4,3,3,4,4,4,4,3,2,1,3,2,2,4,4,4,2,3,4,3,4,4,5,5,4,4,3,5,1,4,3,3,3,4,4,2,3,4,3,2,50,1,32,31,39,31,AD
2,3,4,4,5,3,2,3,2,1,3,4,4,2,3,2,2,3,4,2,4,5,4,4,3,2,2,3,2,3,2,2,3,1,3,2,3,4,1,1,37,1,29,29,32,22,AD
4,3,3,5,3,3,4,4,3,2,3,3,4,4,5,3,2,4,4,2,4,5,4,5,4,4,3,4,2,3,5,0,3,3,3,3,4,3,3,3,37,2,34,34,38,30,AD
3,4,4,5,4,4,3,3,1,1,4,4,2,4,4,2,2,2,3,2,4,4,5,4,4,3,3,4,1,3,4,4,2,2,2,2,4,4,2,1,35,1,32,29,35,27,AD
4,4,4,4,4,4,1,1,1,2,5,5,5,5,4,1,1,1,1,1,5,5,5,4,3,3,3,4,1,1,3,3,1,3,1,3,3,3,5,4,60,2,29,29,34,29,AD
3,2,1,2,2,3,4,2,2,3,2,1,2,3,2,4,4,4,5,3,1,4,4,4,4,5,3,4,2,4,1,1,3,2,4,1,3,2,2,1,43,2,24,30,35,20,AD
2,4,3,4,3,4,2,2,2,3,2,2,2,2,2,4,2,4,4,4,2,4,2,2,4,4,4,4,2,4,4,4,2,2,2,2,2,4,3,3,44,2,29,28,32,28,AD
5,5,5,4,3,3,3,2,2,1,4,5,5,5,4,1,2,2,1,1,3,4,5,4,3,3,3,4,3,3,3,4,3,5,3,5,5,5,4,3,39,1,33,30,35,40,DO
4,4,4,4,5,3,3,3,1,1,5,3,3,3,4,2,2,1,2,2,5,5,4,4,3,2,2,2,2,2,3,2,4,3,4,2,4,4,2,1,28,2,32,27,31,29,AS
4,4,4,4,4,4,3,2,1,1,4,5,2,4,4,1,2,2,1,1,4,5,5,4,2,4,2,4,1,2,4,3,4,3,4,4,3,3,3,2,34,2,31,26,33,33,AD
5,4,4,5,4,4,2,2,4,2,5,2,4,5,5,4,1,1,4,1,4,5,5,5,2,2,2,3,3,1,2,2,5,2,2,4,5,5,1,3,31,1,36,32,32,31,AS
4,3,4,4,4,4,2,3,4,3,5,4,4,4,4,1,1,2,2,2,4,4,4,2,2,2,3,2,2,2,4,4,4,3,3,2,3,2,3,3,36,2,35,29,27,31,AS
4,2,1,2,3,2,4,4,3,4,2,1,1,4,1,5,4,3,5,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,3,2,3,2,2,1,32,1,29,30,38,23,AD
2,2,3,2,2,3,3,3,4,2,4,4,3,2,2,2,3,2,3,2,5,5,5,5,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,2,24,2,26,27,37,31,AD
3,4,4,4,4,3,4,4,2,2,5,4,3,4,3,4,3,3,4,1,5,5,5,5,4,3,1,4,1,3,4,4,4,4,4,3,2,4,3,3,27,2,34,34,36,35,AD
5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,0,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,43,2,34,30,23,50,DO
4,4,4,4,4,4,2,3,2,5,5,5,5,5,4,4,2,2,2,5,5,4,4,4,4,3,2,4,2,3,4,4,4,4,4,3,2,2,2,4,46,1,36,39,35,33,SC
5,4,2,5,3,4,1,2,2,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,3,2,2,1,3,5,2,5,0,0,65,1,29,30,26,23,SC
4,3,3,3,3,3,4,3,2,2,3,3,3,4,3,3,3,2,2,3,4,5,5,5,3,1,1,2,1,3,3,2,3,3,3,2,2,3,2,2,24,2,30,29,30,25,AS
5,4,3,4,2,3,2,1,1,3,5,5,5,5,4,1,1,1,1,2,2,5,3,4,3,2,2,2,4,3,5,5,5,3,4,4,2,3,2,1,29,2,28,30,30,34,DO
3,2,3,1,2,1,4,4,2,1,3,0,2,3,2,4,2,2,3,4,3,3,5,4,3,3,3,4,3,4,4,4,3,3,2,3,2,1,3,3,21,1,23,25,35,28,AD
2,1,2,2,2,2,3,4,4,2,4,3,4,3,2,3,4,3,4,3,4,5,5,4,4,2,2,3,2,3,3,3,3,3,2,3,4,4,2,1,23,2,24,33,34,28,AD
4,3,3,3,3,3,3,2,1,1,4,4,3,4,3,1,3,3,2,2,4,5,5,5,3,3,2,3,1,2,4,4,4,3,4,3,4,4,3,2,45,2,26,29,33,35,DO
5,4,5,4,5,5,1,2,1,1,5,5,5,5,4,1,1,1,1,1,4,4,5,5,1,1,1,1,3,2,5,4,4,4,4,4,4,4,4,4,64,1,33,29,27,41,DO
4,3,2,4,3,2,2,1,2,2,4,1,1,4,3,5,2,2,4,1,4,5,5,5,2,1,1,2,1,1,3,1,4,3,4,2,4,4,3,2,52,2,25,27,27,30,DO
4,4,4,5,4,4,2,2,1,1,4,1,2,4,4,5,1,1,4,2,5,5,5,5,2,1,1,2,2,2,2,2,5,2,2,2,4,4,2,1,50,2,31,28,30,26,AS
4,4,4,4,3,4,2,2,2,1,5,4,4,4,4,2,2,2,2,2,4,4,4,4,2,1,1,1,1,3,4,4,4,2,3,4,3,3,2,2,23,1,30,31,25,31,SC
4,5,4,3,4,4,2,3,1,1,4,3,3,3,4,4,3,2,4,2,3,3,2,2,2,2,2,4,3,2,1,2,4,3,4,4,4,3,3,2,45,2,31,32,25,30,SC
5,5,4,5,4,4,2,2,1,1,5,5,3,4,5,1,1,1,1,1,4,3,4,3,3,3,3,4,2,1,5,5,5,5,5,5,5,5,5,5,18,1,33,27,30,50,DO
4,4,4,4,3,4,2,3,5,1,3,4,1,4,2,2,2,4,3,3,2,1,5,4,2,3,2,4,3,4,5,4,5,4,5,3,3,4,4,4,23,1,34,28,30,41,DO
4,4,4,5,4,4,3,4,1,2,3,3,4,4,4,2,2,3,3,2,4,4,5,5,2,2,2,3,2,2,4,4,4,2,3,2,4,4,2,3,62,1,35,30,31,32,AS
5,5,4,4,4,3,4,4,4,5,5,3,5,5,5,3,2,1,3,1,5,3,3,5,1,3,3,4,3,2,5,5,5,5,5,4,3,4,4,5,48,1,42,33,32,45,DO
5,3,4,4,5,5,4,3,1,1,4,3,3,5,3,3,4,3,4,1,4,4,4,4,1,1,1,1,1,1,2,2,4,3,5,3,5,3,3,3,27,1,35,33,22,33,AS
3,3,3,3,3,3,2,3,1,1,1,1,2,2,2,4,4,4,5,3,3,4,5,4,3,2,2,3,2,2,4,4,4,3,5,4,5,3,3,3,22,2,25,28,30,38,DO
5,5,4,5,4,5,2,1,1,2,4,4,4,5,3,1,2,1,2,1,2,5,5,5,4,2,2,4,1,4,4,5,3,4,5,5,5,4,4,2,27,1,34,27,34,41,DO
4,5,5,4,4,4,1,2,1,2,4,5,4,3,3,1,2,2,1,1,4,4,5,5,2,2,2,2,4,2,3,4,4,4,4,4,4,4,4,4,35,1,32,26,32,39,DO
2,4,3,3,2,3,0,4,2,3,4,3,2,2,2,4,4,3,3,2,2,4,4,2,5,4,2,4,2,4,4,4,4,3,4,2,4,3,2,2,31,1,26,29,33,32,AD
3,3,3,2,4,3,2,3,1,2,4,2,1,3,2,4,4,2,4,1,4,5,5,5,4,2,2,3,3,3,2,2,2,2,2,2,2,4,3,1,35,2,26,27,36,22,AD
4,5,4,4,5,4,2,4,1,1,5,3,2,4,4,3,2,2,4,2,5,5,5,5,3,2,1,3,2,2,4,4,2,2,3,2,2,4,2,1,47,2,34,31,33,26,AS
2,4,4,3,4,4,4,4,4,2,3,2,3,2,2,4,3,2,4,0,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,21,1,35,25,26,21,AS
4,3,2,5,5,4,1,4,1,1,2,3,4,4,5,3,1,2,2,2,4,4,5,5,2,1,2,3,2,3,3,2,3,2,3,4,3,3,2,3,29,1,30,28,31,28,AD
4,3,3,2,0,2,3,3,4,3,3,4,4,4,3,2,2,3,4,3,3,3,3,2,5,4,2,3,2,3,2,2,3,3,4,3,3,3,4,2,41,1,27,32,30,29,SC
4,4,4,4,3,4,2,4,2,2,4,5,3,4,3,2,2,2,2,2,4,4,4,4,3,2,2,3,2,2,4,4,2,2,2,3,4,3,4,2,41,1,33,29,30,30,AS
2,3,3,2,2,2,4,3,3,2,3,2,2,2,3,3,5,5,5,5,2,1,5,5,5,5,5,3,2,5,5,5,5,2,3,2,4,4,2,4,26,1,26,35,38,36,AD
4,4,3,3,2,3,2,2,1,2,5,3,2,4,3,2,1,1,1,1,2,5,5,5,4,3,2,2,5,3,2,3,4,3,5,2,4,4,3,2,33,2,26,23,36,32,AD
4,5,4,5,2,4,3,3,4,2,3,4,3,4,4,2,2,3,3,3,3,4,3,3,2,2,4,3,3,2,2,4,4,4,4,2,2,2,2,3,49,1,36,31,29,29,AS
4,4,4,4,4,4,2,3,4,2,2,4,1,3,2,2,2,4,5,4,4,5,5,4,4,2,2,3,2,2,4,4,3,4,4,3,4,4,3,3,46,1,35,29,33,36,DO
2,5,5,4,4,5,2,2,3,2,1,1,1,2,2,5,4,4,4,2,4,4,2,2,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,40,1,34,26,34,38,DO
4,5,4,5,4,3,3,2,1,1,4,4,5,4,5,2,1,2,2,2,4,4,5,4,4,2,2,4,4,4,5,5,3,1,3,4,4,4,4,1,32,1,32,31,37,34,AD
3,2,2,4,2,2,3,3,2,2,5,4,4,4,4,2,2,1,2,2,4,5,5,3,4,2,2,4,2,2,3,2,4,2,2,2,3,4,2,2,23,2,25,30,33,26,AD
4,3,3,2,2,3,4,4,1,3,3,2,1,4,2,4,4,2,4,4,2,2,4,4,5,4,2,4,2,4,4,3,2,3,2,1,3,3,2,2,32,2,29,30,33,25,AD
5,5,4,4,4,4,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,4,4,4,5,4,2,4,1,3,4,4,4,3,4,2,4,4,2,3,24,2,34,30,33,34,AS
4,5,3,4,3,0,2,2,1,1,5,5,4,4,4,1,1,1,1,2,4,5,4,3,0,3,3,4,2,3,3,3,3,3,3,4,3,2,2,3,34,1,25,28,31,29,AD
4,3,2,2,4,5,3,3,1,2,4,2,4,4,3,2,2,1,2,2,5,4,4,4,2,2,2,1,1,2,4,4,4,3,4,2,2,5,3,3,27,2,29,26,27,34,DO
4,5,3,4,4,4,2,1,2,1,5,4,5,4,4,2,1,2,4,1,3,4,5,4,2,2,2,4,5,1,4,3,4,5,3,3,3,5,2,2,25,1,30,32,32,34,DO
2,5,5,2,2,5,1,3,4,1,1,4,4,2,3,3,5,4,3,2,1,4,4,2,4,5,2,3,1,2,2,3,5,4,5,2,5,5,5,5,34,1,30,31,28,41,DO
5,4,2,3,3,3,2,2,1,1,2,3,2,4,3,3,2,2,4,2,3,4,5,4,3,3,3,4,1,3,4,4,4,5,4,3,4,3,2,2,31,1,26,27,33,35,DO
4,4,4,5,2,5,4,1,2,2,4,3,2,4,4,3,2,1,3,1,4,5,5,5,4,5,4,4,2,2,4,5,4,4,4,3,3,5,2,2,22,2,33,27,40,36,AD
2,2,2,4,2,3,5,4,4,3,1,2,2,2,2,4,4,4,4,2,5,5,5,5,2,2,2,1,3,2,5,4,5,4,4,4,4,5,3,3,25,1,31,27,32,41,DO
4,2,2,3,4,2,3,2,2,2,4,4,4,4,2,2,4,2,3,2,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,39,2,26,31,38,21,AD
4,2,2,3,2,2,3,3,2,2,4,2,2,4,3,4,2,2,3,2,2,4,5,4,4,5,3,4,4,3,2,2,2,2,3,3,3,3,1,1,52,2,25,28,38,22,AD
4,4,4,4,4,4,3,3,4,3,5,4,2,4,4,2,2,4,2,2,3,3,5,3,5,5,5,5,4,5,4,4,4,3,2,4,4,4,3,3,27,2,37,31,43,35,AD
5,5,5,4,5,5,2,2,1,1,3,2,5,5,3,1,3,3,4,2,5,5,5,5,2,1,1,4,1,2,4,4,5,5,4,4,4,4,3,3,50,2,35,31,31,40,DO
4,3,4,4,3,3,2,2,3,1,3,5,5,4,4,1,1,2,2,3,4,4,5,4,2,1,2,2,2,1,4,4,3,3,3,2,2,4,1,2,34,1,29,30,27,28,SC
2,4,4,3,3,4,4,5,4,2,4,3,2,2,2,3,4,4,3,4,2,2,5,4,4,4,3,4,4,4,2,3,4,3,4,4,2,4,4,3,33,1,35,31,36,33,AD
5,4,4,5,4,4,2,3,2,3,5,5,5,5,5,1,1,1,1,1,5,5,5,4,2,5,5,3,1,2,4,4,4,4,5,5,2,3,4,2,29,1,36,30,37,37,AD
2,3,3,5,3,5,3,2,2,1,1,2,3,2,5,4,1,4,4,4,2,2,4,3,5,3,3,4,5,3,5,5,5,4,4,4,5,5,5,5,21,1,29,30,34,47,DO
4,2,2,2,2,2,4,4,2,2,2,2,1,4,2,2,3,4,4,2,2,4,4,2,4,2,2,4,2,4,2,1,2,3,4,2,1,4,2,1,40,2,26,26,30,22,AD
5,3,3,5,3,3,4,4,3,4,1,1,1,5,2,5,4,5,5,4,2,4,4,3,4,4,4,4,4,4,1,1,2,2,2,2,5,4,3,2,50,1,37,33,37,24,AS
5,5,4,4,4,4,2,2,1,1,3,5,5,5,4,2,2,3,2,2,4,4,5,5,3,3,2,3,3,4,5,5,5,4,5,5,5,5,5,4,49,1,32,33,36,48,DO
4,4,3,4,4,4,3,2,1,1,4,4,3,3,4,2,2,1,3,3,4,5,5,4,3,2,2,3,2,2,5,4,4,3,4,3,4,3,3,2,29,2,30,29,32,35,DO
5,5,5,5,5,5,2,2,1,1,5,5,4,5,5,1,1,1,1,1,5,5,5,5,2,2,1,1,1,1,5,5,3,3,4,4,4,5,3,4,21,2,36,29,28,40,DO
4,3,4,4,3,3,4,4,1,1,4,4,3,3,4,2,2,2,4,2,5,5,5,5,4,1,1,4,1,1,4,4,4,3,4,3,4,4,3,2,28,1,31,30,32,35,DO
4,4,4,2,4,5,2,3,1,1,4,1,4,4,2,5,4,3,4,1,4,5,5,4,3,2,2,2,2,2,4,4,4,3,5,4,4,4,2,2,26,2,30,32,31,36,DO
2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,3,4,4,4,4,2,4,4,3,4,2,2,4,2,2,2,2,2,2,2,2,3,4,2,2,24,1,30,29,29,23,AS
4,5,4,4,4,4,2,2,1,2,4,4,2,4,4,4,2,1,4,2,2,5,4,4,2,2,2,4,1,2,2,2,2,2,2,2,4,2,2,2,32,2,32,31,28,22,AS
3,3,2,3,3,3,4,4,2,3,4,4,2,3,3,3,4,2,4,2,4,5,5,5,4,2,2,4,1,4,3,4,3,4,4,4,4,3,3,3,28,1,30,31,36,35,AD
3,4,4,4,3,4,2,2,5,2,3,3,2,3,3,2,2,3,3,3,3,4,4,3,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,4,28,2,33,27,28,38,DO
1,2,2,4,3,3,3,4,2,3,2,1,1,1,4,4,2,4,4,3,2,4,3,4,4,3,3,4,3,4,3,3,4,4,4,3,2,2,3,3,20,2,27,26,34,31,AD
4,2,2,4,2,2,4,4,2,1,2,2,2,4,2,4,2,4,4,1,2,2,5,4,4,4,4,4,4,4,5,5,4,4,4,3,4,4,3,4,34,1,27,27,37,40,DO
5,5,5,4,5,5,1,1,1,1,4,4,5,5,4,2,2,2,2,1,3,4,5,5,2,1,1,1,1,1,5,5,5,3,3,3,4,4,4,2,30,2,33,31,24,38,DO
2,2,1,4,1,3,3,3,1,1,2,1,1,4,3,5,2,4,4,3,2,4,4,2,4,5,4,4,3,2,2,2,4,2,2,2,4,4,3,1,35,1,21,29,34,26,AD
